Date,Total_Portfolio_Value,pct_change
2025-04-09,144671.684162,0.048657
2025-04-10,140045.821249,-0.031975
2025-04-11,140137.203112,0.000653
2025-04-14,142145.050552,0.014328
2025-04-15,141810.860528,-0.002351
2025-04-16,142251.745288,0.003109
2025-04-17,141421.956047,-0.005833
2025-04-21,138087.927474,-0.023575
2025-04-22,139528.597396,0.010433
2025-04-23,140930.275509,0.010046
2025-04-24,144453.253455,0.024998
2025-04-25,144232.690143,-0.001527
2025-04-28,144993.942491,0.005278
2025-04-29,145129.731478,0.000937
2025-04-30,144813.858532,-0.002176
2025-05-01,145226.639210,0.002850
2025-05-02,147045.331039,0.012523
2025-05-05,146866.907802,-0.001213
2025-05-06,147345.672667,0.003260
2025-05-07,146586.252060,-0.005154
2025-05-08,147373.856625,0.005373
2025-05-09,147500.012814,0.000856
2025-05-12,149542.284087,0.013846
2025-05-13,150710.645634,0.007813
2025-05-14,150035.800844,-0.004478
2025-05-15,150992.558941,0.006377
2025-05-16,151399.524864,0.002695
2025-05-19,151582.765022,0.001210
2025-05-20,150655.984947,-0.006114
2025-05-21,147742.503935,-0.019339
2025-05-22,147559.793709,-0.001237
2025-05-23,147659.892154,0.000678
2025-05-26,146809.745787,-0.005757
2025-05-27,148590.084842,0.012127
2025-05-28,148922.021869,0.002234
2025-05-29,149784.639539,0.005792
2025-05-30,150097.771165,0.002091
2025-06-02,149169.927350,-0.006182
2025-06-03,149890.874176,0.004833
2025-06-04,150653.294710,0.005087
2025-06-05,150669.023468,0.000104
