Date,Total_Portfolio_Value,pct_change
2024-03-13,125228.984031,0.002229
2024-03-14,124442.208316,-0.006283
2024-03-15,125004.038276,0.004515
2024-03-18,124978.282445,-0.000206
2024-03-19,125457.530830,0.003835
2024-03-20,126471.644697,0.008083
2024-03-21,126200.031133,-0.002148
2024-03-22,126569.346601,0.002926
2024-03-25,127152.866538,0.004610
2024-03-26,127030.985848,-0.000959
2024-03-27,127721.210568,0.005434
2024-03-28,127756.268802,0.000274
2024-04-01,126946.548017,-0.006338
2024-04-02,126707.697400,-0.001882
2024-04-03,127147.963765,0.003475
2024-04-04,126073.297035,-0.008452
2024-04-05,127181.898601,0.008793
2024-04-08,127571.165265,0.003061
2024-04-09,127616.279930,0.000354
2024-04-10,126833.065231,-0.006137
2024-04-11,127596.229531,0.006017
2024-04-12,126751.500914,-0.006620
2024-04-15,126126.992798,-0.004927
2024-04-16,126097.570709,-0.000233
2024-04-17,126065.499851,-0.000254
2024-04-18,125685.853852,-0.003011
2024-04-19,125568.471617,-0.000934
2024-04-22,126006.975355,0.003492
2024-04-23,126633.983185,0.004976
2024-04-24,126196.376983,-0.003456
2024-04-25,126035.215560,-0.001277
2024-04-26,126315.175777,0.002221
2024-04-29,126419.359664,0.000825
2024-04-30,125163.993182,-0.009930
2024-05-01,125918.407785,0.006027
2024-05-02,126619.211235,0.005566
2024-05-03,127174.031865,0.004382
2024-05-06,128329.877037,0.009089
2024-05-07,128574.666811,0.001908
2024-05-08,128944.549567,0.002877
2024-05-09,129690.912656,0.005788
2024-05-10,129321.874618,-0.002846
2024-05-13,129060.860835,-0.002018
2024-05-14,129930.988078,0.006742
2024-05-15,130912.937630,0.007557
2024-05-16,130226.384664,-0.005244
2024-05-17,130595.957679,0.002838
2024-05-20,130695.545871,0.000763
2024-05-21,131313.203733,0.004726
2024-05-22,131141.082645,-0.001311
2024-05-23,130881.250212,-0.001981
2024-05-24,132196.410276,0.010048
2024-05-27,131839.458547,-0.002700
2024-05-28,131130.344091,-0.005379
2024-05-29,129993.985130,-0.008666
2024-05-30,130967.108944,0.007486
2024-05-31,131182.081542,0.001641
2024-06-03,130403.374885,-0.005936
2024-06-04,130061.388971,-0.002623
2024-06-05,131679.658186,0.012442
2024-06-06,131492.401504,-0.001422
2024-06-07,130530.843501,-0.007313
2024-06-10,131968.911418,0.011017
2024-06-11,131878.095409,-0.000688
2024-06-12,132325.615148,0.003393
2024-06-13,131968.264190,-0.002701
2024-06-14,131714.218041,-0.001925
2024-06-17,131754.921845,0.000309
2024-06-18,132190.907598,0.003309
2024-06-19,132087.339073,-0.000783
2024-06-20,132189.218032,0.000771
2024-06-21,131921.465698,-0.002026
2024-06-24,132471.666778,0.004171
2024-06-25,132542.296325,0.000533
2024-06-26,131935.922492,-0.004575
2024-06-27,132085.286252,0.001132
2024-06-28,131822.972452,-0.001986
2024-07-01,131684.031586,-0.001054
2024-07-02,132400.594321,0.005442
2024-07-03,132836.707119,0.003294
2024-07-04,132580.360679,-0.001930
2024-07-05,132566.169132,-0.000107
2024-07-08,132701.897838,0.001024
2024-07-09,132396.764745,-0.002299
2024-07-10,133212.236764,0.006159
2024-07-11,133524.129410,0.002341
2024-07-12,133950.694470,0.003195
2024-07-15,134122.541708,0.001283
2024-07-16,134990.694083,0.006473
2024-07-17,133673.105053,-0.009761
2024-07-18,132739.437545,-0.006985
2024-07-19,132950.545758,0.001590
2024-07-22,134207.552405,0.009455
2024-07-23,134644.703662,0.003257
2024-07-24,133168.750040,-0.010962
2024-07-25,133372.530522,0.001530
2024-07-26,134704.829087,0.009989
2024-07-29,134744.229323,0.000292
2024-07-30,134691.329659,-0.000393
2024-07-31,136547.331098,0.013780
2024-08-01,134364.516414,-0.015986
2024-08-02,132992.750017,-0.010209
2024-08-05,131851.427372,-0.008582
2024-08-06,132042.553810,0.001450
2024-08-07,131365.880419,-0.005125
2024-08-08,132686.727546,0.010055
2024-08-09,133007.604599,0.002418
2024-08-12,132991.762256,-0.000119
2024-08-13,134015.977388,0.007701
2024-08-14,134038.206987,0.000166
2024-08-15,135426.797917,0.010360
2024-08-16,135593.054536,0.001228
2024-08-19,135875.380996,0.002082
2024-08-20,135243.879072,-0.004648
2024-08-21,135714.583604,0.003480
2024-08-22,134903.462040,-0.005977
2024-08-23,136110.565209,0.008948
2024-08-26,135582.729809,-0.003878
2024-08-27,135638.287886,0.000410
2024-08-28,134954.024080,-0.005045
2024-08-29,135488.323308,0.003959
2024-08-30,136267.042891,0.005748
2024-09-03,134299.379881,-0.014440
2024-09-04,134491.327431,0.001429
2024-09-05,133980.883640,-0.003795
2024-09-06,133015.064952,-0.007209
2024-09-09,134236.073623,0.009179
2024-09-10,134509.860210,0.002040
2024-09-11,135595.169411,0.008069
2024-09-12,136389.618357,0.005859
2024-09-13,137166.512957,0.005696
2024-09-16,137887.545349,0.005257
2024-09-17,137905.886096,0.000133
2024-09-18,137598.313882,-0.002230
2024-09-19,138861.842336,0.009183
2024-09-20,140016.367706,0.008314
2024-09-23,140497.340885,0.003435
2024-09-24,140509.494843,0.000087
2024-09-25,139797.087231,-0.005070
2024-09-26,140663.896123,0.006200
2024-09-27,140722.919295,0.000420
2024-09-30,141335.891018,0.004356
2024-10-01,141751.325009,0.002939
2024-10-02,141405.232833,-0.002442
2024-10-03,141168.199813,-0.001676
2024-10-04,142016.519536,0.006009
2024-10-07,141469.796969,-0.003850
2024-10-08,142205.782783,0.005202
2024-10-09,142488.902744,0.001991
2024-10-10,142857.146194,0.002584
2024-10-11,143936.063052,0.007552
2024-10-14,144646.023707,0.004932
2024-10-15,144432.752125,-0.001474
2024-10-16,145253.369946,0.005682
2024-10-17,144880.686026,-0.002566
2024-10-18,146006.009597,0.007767
2024-10-21,145374.093749,-0.004328
2024-10-22,145280.565640,-0.000643
2024-10-23,144430.343296,-0.005852
2024-10-24,145063.607702,0.004385
2024-10-25,144939.383701,-0.000856
2024-10-28,145701.270893,0.005257
2024-10-29,145477.418356,-0.001536
2024-10-30,145288.017860,-0.001302
2024-10-31,144169.241082,-0.007700
2024-11-01,144371.583947,0.001404
2024-11-04,143223.750004,-0.007951
2024-11-05,144621.761776,0.009761
2024-11-06,146287.206460,0.011516
2024-11-07,147885.234790,0.010924
2024-11-08,147607.514380,-0.001878
2024-11-11,147810.495383,0.001375
2024-11-12,147231.590807,-0.003917
2024-11-13,147216.340439,-0.000104
2024-11-14,147350.022963,0.000908
2024-11-15,147019.439687,-0.002244
2024-11-18,147824.010649,0.005473
2024-11-19,147769.291937,-0.000370
2024-11-20,147095.021631,-0.004563
2024-11-21,148607.503034,0.010282
2024-11-22,149004.889177,0.002674
2024-11-25,149550.417365,0.003661
2024-11-26,151357.885127,0.012086
2024-11-27,150607.906815,-0.004955
2024-11-28,150538.268095,-0.000462
2024-11-29,151256.369832,0.004770
2024-12-02,151021.884591,-0.001550
2024-12-03,151174.926812,0.001013
2024-12-04,152166.477917,0.006559
2024-12-05,152226.731337,0.000396
2024-12-06,152344.454247,0.000773
2024-12-09,152009.869429,-0.002196
2024-12-10,151740.245686,-0.001774
2024-12-11,152334.766852,0.003918
2024-12-12,151531.797378,-0.005271
2024-12-13,151218.606456,-0.002067
2024-12-16,151096.745701,-0.000806
2024-12-17,150721.328394,-0.002485
2024-12-18,148309.229774,-0.016004
2024-12-19,148926.302922,0.004161
2024-12-20,149558.637597,0.004246
2024-12-23,150022.171735,0.003099
2024-12-24,151043.215056,0.006806
2024-12-26,151116.428369,0.000485
2024-12-27,150483.163322,-0.004191
2024-12-30,149304.029322,-0.007836
2024-12-31,148618.475991,-0.004592
2025-01-02,149831.641348,0.008163
2025-01-03,152278.667042,0.016332
2025-01-06,153917.388342,0.010761
2025-01-07,151844.479432,-0.013468
2025-01-08,151293.133178,-0.003631
2025-01-09,151450.480152,0.001040
2025-01-10,152566.430426,0.007368
2025-01-13,151459.350206,-0.007256
2025-01-14,152007.976039,0.003622
2025-01-15,154905.676437,0.019063
2025-01-16,155840.472633,0.006035
2025-01-17,157058.364610,0.007815
2025-01-20,157828.897546,0.004906
2025-01-21,157679.526100,-0.000946
2025-01-22,158364.845561,0.004346
2025-01-23,158924.478354,0.003534
2025-01-24,158309.618756,-0.003869
2025-01-27,154963.819568,-0.021135
2025-01-28,154783.071618,-0.001166
2025-01-29,155473.648740,0.004462
2025-01-30,157157.636496,0.010831
